source,name,description,g0v_db_rows,owners,tags,github_repos,homepage
"awesome-g0v","虎神快閃",,,"ddio","新媒體","ddio/MuscidaeFlash",https://github.com/ddio/MuscidaeFlash
"awesome-g0v","政誌",,"47","g0v","新媒體","g0v/twangry",https://github.com/g0v/twangry
"awesome-g0v","站聲",,,"jcsky","新媒體","jcsky/Solveissues",https://github.com/jcsky/Solveissues
"awesome-g0v","問題電視節目查詢",,,"godgunman","新媒體","godgunman/ncc-complain-data",https://github.com/godgunman/ncc-complain-data
"awesome-g0v","新聞詞頻統計",,,"youchenlee","新媒體","youchenlee/news-seg",https://github.com/youchenlee/news-seg
"awesome-g0v","新聞趨勢統計",,,"ronnywang","新媒體","ronnywang/newstrend.g0v.ronny.tw",https://github.com/ronnywang/newstrend.g0v.ronny.tw
"awesome-g0v","資訊補食獸",,,"lanfon72","新媒體","lanfon72/linkCollector",https://github.com/lanfon72/linkCollector/
"awesome-g0v","LagNews 腿新聞",,,"ronnywang","新媒體","ronnywang/lagnews",https://github.com/ronnywang/lagnews
"awesome-g0v","公眾人物關係圖產生器",,"18,8","zbryikt","新媒體","zbryikt/ppllink",https://github.com/zbryikt/ppllink
"awesome-g0v","公民記者證產生器",,,"g0v","新媒體","g0v/reporter",https://github.com/g0v/reporter
"awesome-g0v","新聞小幫手",,"406,45","g0v","新媒體","g0v/newshelper-backend,g0v/newshelper-extension,yllan/newshelper-safari",https://github.com/g0v/newshelper-backend

"g0v_db","0 時動議 LINK TOPIC",,"3","clkao,kcwu,hychen","媒體",,
"g0v_db","11/9 Summit unconference懶人包",,"156","ipa","g0v Summit",,"https://g0v.hackpad.com/unconference--UQVESB4TJm3"
"g0v_db","2015 WWViews ＠ TW 跨國審議/投票系統專案",,"232","家華","環境",,"https://g0v.hackpad.com/2015-WWViews-TW--W6l1GtZ3l1A"
"g0v_db","2015 summer of ?",,"206","Ly","法律",,"https://speakerdeck.com/yhsiang/2015-summer-of"
"g0v_db","2016 總統大選承諾一覽表",,"274,252","MrOrz","監督,政治",,"http://beta.hackfoldr.org/president2016-folder"
"g0v_db","2018縣市長選舉地圖",,"473","積木","政治,選舉,地圖",,"https://hackmd.io/GwDghgJhCmEKwFpogsBAWAzHaCCcATCAOwIAMeYARnAIwTHrpUBmQA=="
"g0v_db","2020投票指南",,"594","邦宇","選舉,政治",,"https://www.figma.com/file/JUzNk4lDjWAKiHea6vH9lfxF/%E6%8A%95%E7%A5%A8%E6%8C%87%E5%8D%97?node-id=500%3A192"
"g0v_db","228事件資料掃描檔文字化",,"515","紅雨","轉型正義",,"https://hackmd.io/GYU0UFBSRaqLsn16uGhkgA"
"g0v_db","404兒少協尋專案",,"27","ctf","兒少",,"https://docs.google.com/document/d/1DmBXSmYh1knJk6U3zP5T_6QAWa6AhNXosVi0ENydzdQ/edit"
"g0v_db","404失蹤兒童協尋計畫",,"16","ET Blue","兒少",,"https://github.com/g0v/dev/wiki/Project-ChildNotFound.tw"
"g0v_db","64995公益律師呼叫系統",,"42","Isabel","法律",,
"g0v_db","ARThon",,"557","李紫彤","待確認",,
"g0v_db","Akoma Ntoso台灣在地化計畫",,"427","雨蒼","法律,國會",,"https://hackmd.io/EYZgZgxgjATAHAFgLQgSArEhBOAbBJAQzF0KRnXQFMAGOGBGgdioSA==?view"
"g0v_db","BBC 拍攝",,"592","BBC","媒體,紀錄",,
"g0v_db","BatDrone（婦幼治安犯罪危險地點提醒、監測）",,"262","kevinphy","兒少",,"https://g0v.hackpad.com/BatDrone--BB8UPY6SPCD"
"g0v_db","Build Great Bridges Around Taiwan (BGBAT)",,"419","Jane 汪","政策",,"http://tinyurl.com/bgbatpdfjune"
"g0v_db","CC0 繁中語料 & Common Voice 語音庫 omt: 代名詞貼紙",,"609","Irvin","待確認",,"slack #rand0m"
"g0v_db","COSCUP野生官網",,"235","ETBlue","開放文化",,"https://g0v.hackpad.com/COSCUP-2015--WxxpYVpXOWA"
"g0v_db","Child Not Found",,"4","ETBlue,?","兒少",,
"g0v_db","Children Image",,"99","小天","兒少",,"https://docs.google.com/document/d/1znrHAtJEdW3mMX3pN2n60nYjbPsDCIuldgDi8FoPWKI/edit"
"g0v_db","Code for Japan(Nanto) 開放資料新手村桌遊中文版",,"474","子魚","待確認",,"https://g0v.hackpad.tw/Code-for-JapanNanto--qIrL0tB5POF"
"g0v_db","DAOJO 道場",,"499","nchild","待確認",,"https://g0v.hackpad.tw/daojo"
"g0v_db","Data + Design 資料＋設計 正體中文版翻譯",,"264","nchild","翻譯",,"bit.ly/data-design-zh"
"g0v_db","Dear Airlines",,"523","Sleep No More","待確認",,"http://x.co/aircn"
"g0v_db","Debater 編輯小幫手 browser plugin",,"333","ETBlue","工具",,"https://g0v.hackpad.com/Debater--vjeJIZ8onSY"
"g0v_db","Emoji再來一次之送素還真進Unicode",,"365","Bobby Tung","藝術,工具",,"https://g0v.hackpad.com/Emoji-YPkxkHyGz97"
"g0v_db","Excel 小工具",,"303","ronny","工具",,"https://g0v.hackpad.com/Excel--jkpco57DjJH"
"g0v_db","FB帳號陣亡者聯盟",,"452","Even","待確認",,"https://hackmd.io/OwNgLAzMCM0KYFoAMSCcIFgGYmgghrBAhACapb4AcWVAxhKkkA"
"g0v_db","Foodsharing Taiwan - foodsharing tool",,"422","Stefan Simon","剩食",,"https://www.facebook.com/foodsharingtaiwan"
"g0v_db","GroovIM",,"17","Mindos","待確認",,"https://hackpad.com/DBKDLhwKiA4"
"g0v_db","Guild Wars 2 Inventory",,"293","ETBlue","工具",,"https://g0v.hackpad.com/Guild-Wars-2-Inventory-NcrQirRU18O"
"g0v_db","HackMD UI/UX 改善案",,"350","jackycute","工具",,"http://youtu.be/BGvr-s3EDKI"
"g0v_db","HackStory",,"381","劉李","媒體",,"https://g0v.hackpad.com/HackStory-6svktTYKVLb"
"g0v_db","HackStory共筆時間軸",,"379","劉李(night17x)","媒體",,"https://g0v.hackpad.com/HackStory-6svktTYKVLb"
"g0v_db","HackingMap DEMO",,"481","unknown","待確認",,"https://g0v.github.io/HackingMap"
"g0v_db","Herstory in East Asia / 東亞女權運動時間地圖",,"640","ael","待確認",,"https://g0v.hackmd.io/EYSWYz8ZRB2oN6RHrVNf5g?both"
"g0v_db","How Well Do You Know About China?",,"489","Brian","待確認",,
"g0v_db","ICO 資訊揭露平台",,"537","GITA","待確認",,"https://g0v.hackpad.tw/ICO-transparency-platform-TqFhFwXrI4h"
"g0v_db","InternLens 實習透視鏡，全台最透明的實習資訊平台",,"401","kjohn","勞動",,"https://quip.com/jUL9AOFMHDST"
"g0v_db","IoT 空污偵測",,"259","miaoski","環境,空汙",,"https://g0v.hackpad.com/IoT-DIY-B1xkj9fUqqH"
"g0v_db","IssueTaiwan 台灣好問題",,"271","nicky","監督",,"https://g0v.hackpad.com/IssueTaiwan--OCelk22n02v"
"g0v_db","JSonView(Android快速開發OPenData)",,"430","Hsu Weiyen","工具",,"goo.gl/EfyZ5n"
"g0v_db","Kialo 台灣政治迷你維基百科",,"615","allenlinli","待確認",,"https://g0v.hackpad.tw/Ptt--ctwZwU7BxcJ"
"g0v_db","LINE BOT 市容幫手",,"606","Pamela","待確認",,"https://beta.hackfoldr.org/cityscape_helper"
"g0v_db","M Project",,"188","a0kman","待確認",,"http://hackfoldr.org/mproject"
"g0v_db","MT7688",,"290","Mindos","待確認",,
"g0v_db","Mozilla Common Voice 語音資料庫收集",,"553","Irvin","開放資料",,"https://moztw.hackpad.tw/Common-Voice-g0v33"
"g0v_db","NPO Lab 公益實驗室",,"226","Kenny","NPO lab",,"https://docs.google.com/document/d/1rKRk4ZL8ROpjeS23006tt61a71jJezbwPSIuEY8jOrY/edit?usp=sharing"
"g0v_db","NT01 地球上的夢幻逸品線上型錄",,"601","cotton","環境",,
"g0v_db","News Diff 來看看新聞改過了沒?",,"41","ronnywang","媒體",,"https://github.com/ronnywang/newsdiff"
"g0v_db","Open Source Guide 翻譯坑",,"462","TypingMonkey","待確認",,"https://g0v.hackpad.tw/g0v-shadow-ta138sdLdND"
"g0v_db","PTT.ai",,"558","Lilian / 老蕭 / Sam","待確認",,"https://github.com/ailabstw/go-pttai"
"g0v_db","People Watch",,"30","snowmantw","媒體",,
"g0v_db","Positive Coin 帕斯堤貨幣",,"612","李紫彤","待確認",,"https://hackmd.io/@Ntwa8442Sl6UiFDk6420VQ/B1aUq2cQS"
"g0v_db","Ptt 不能亡：社群機制重構與降低使用者進入門檻",,"649,616,583","祖儀,okcool","社群媒體",,"https://g0v.hackpad.tw/Ptt--ctwZwU7BxcJ"
"g0v_db","Rentea 設計給租屋者的開源找屋工具",,"596,575","克羅依,ddio","生活,工具",,"https://g0v.hackmd.io/Bv_1JeHoT1O8gIjFBEJROg"
"g0v_db","Rev Now 音樂製造",,"318","Neo","共享,媒體",,"待補"
"g0v_db","Roadpin - Report",,"108","老蕭","交通",,"http://106.187.101.193"
"g0v_db","SOAK 泡・議題擴散機",,"228","nchild","經濟",,"https://g0v.hackpad.com/iWODvWQnIGM"
"g0v_db","Say Hi !!! g0ver",,"486","YuTin","待確認",,"https://github.com/g0v/g0ver-box"
"g0v_db","Sea star in-media platform",,"635","fish","待確認",,"https://hackmd.io/wUN7Rx99QaKV2c7hLghCeQ"
"g0v_db","Social Network Analysis of Taipei City Decision-Makers",,"636","Julien","待確認",,"http://bit.ly/2NqmTN0"
"g0v_db","Summit 支援前線",,"310","LY","g0v summit",,"https://g0v.hackpad.com/g0v-summit-2016--n6mtHE69Kzg"
"g0v_db","TaipeiTimes特寫報告",,"266","Aaron","新聞",,"https://hackpad.com/Taipei-Times-Feature-Article-on-g0v-TdhRNHamGAV"
"g0v_db","Taiwan 2030",,"319","BoYi","民主參與",,"http://hackfoldr.org/taiwan-2030"
"g0v_db","Taiwan Debt Clock",,"40","ipa","財政",,"http://www.usdebtclock.org"
"g0v_db","Taiwan Online",,"44","crys","媒體",,"https://docs.google.com/file/d/0B_jHHdJNIQKNd1JDSndZOEp3bEU/edit?usp=sharing"
"g0v_db","The Space Hub",,"470","bess","地圖,工具",,"https://g0v.hackpad.tw/The-Space-Hub"
"g0v_db","The good, bad and ugly of Emergency Data",,"547","Ziv/Peling/Dennis","待確認",,"https://drive.google.com/file/d/19PfW0r6i2bR8g6EGStOZGTabWUP8BHBS/view?usp=sharing"
"g0v_db","Translate4you 為你翻譯",,"276","chewei","語言,翻譯,工具",,"https://g0v.hackpad.com/Translate4you--j5b4i4DdTbX"
"g0v_db","Trello 看板一秒變網站",,"493","書懷","工具",,"https://g0v.hackpad.tw/Trelolo.com--zqDbdM2arCv"
"g0v_db","WaterGo！免費飲用水地圖",,"323","陳瑞賓","環境",,"http://beta.hackfoldr.org/drinking-water/BAdDl4G9uXM"
"g0v_db","WizardAmigos CodeCamps",,"373","NIna&Alex","工具,遊戲",,"http://slides.com/ninabreznik/wizardamigos-7#"
"g0v_db","Zero waste taiwan 台灣零廢棄平台",,"561","ivy","待確認",,"https://hackfoldr.org/zero-waste-taiwan"
"g0v_db","[COVID-19] 0archive 零時檔案局 - 武漢肺炎資料分析",,"641","chihao","待確認",,"https://0archive.tw"
"g0v_db","[COVID-19] Stop coronavirus hackathon, Japan",,"638","Hal Seki","待確認",,"https://github.com/tokyo-metropolitan-gov/covid19"
"g0v_db","[COVID-19] 各國疫情邊境控制可視化 react widget",,"639","Vincent","待確認",,"https://hackmd.io/@JNc71p-sSAmkvOYsyZlLbg/HyX1UgrrI/edit"
"g0v_db","data public. raw data Archive",,"631","[FtO] sshony,mee","待確認",,"g0v Slack"
"g0v_db","data.g0v.tw ng",,"147","jimmy","g0v",,"https://g0v.hackpad.com/Data.g0v.tw-ng-LA2MpOEjraI"
"g0v_db","eCourt 侏羅紀公園",,"48","shu","法律",,
"g0v_db","elixus 到 g0v 之 ilya 紀念共筆",,"567","揪松","g0v",,
"g0v_db","g0v 2014 summit主視覺進度報告/填坑遊戲提案徵求",,"123","Shanzay/Airos","g0v",,"https://g0v.hackpad.com/g0v-summit-2014--S98dMyXUUR"
"g0v_db","g0v @ 台北數位藝術節",,"258","chihao","g0v",,"http://goo.gl/r8gIlG"
"g0v_db","g0v Budget Reboot",,"357","clkao","財政",,"http://beta.hackfoldr.org/open-budget"
"g0v_db","g0v Shadow",,"461","Ttcat","待確認",,"https://g0v.hackpad.tw/g0v-shadow-ta138sdLdND"
"g0v_db","g0v Summit 2018 啟動 & 會議 APP 開發",,"459","ipa","g0v summit",,"http://beta.hackfoldr.org/g0v-summit2018"
"g0v_db","g0v Summit 2020 @ 台南 Tainan Taiwan",,"642","Bess","待確認",,"https://g0v.hackmd.io/@summit2020/book"
"g0v_db","g0v Summit 2020",,"623","Bess","待確認",,"g0v Slack #Summit"
"g0v_db","g0v sense tw 介紹 + g0v 歷屆關心議題整理",,"527","hychen","媒體",,"https://beta.hackfoldr.org/sense-tw"
"g0v_db","g0v summit 2018 線上交友大平台",,"518","ipa","g0v Summit",,"https://g0v.hackmd.io/POmvTZ-QQQWKcjUi52xOnA?view"
"g0v_db","g0v summit",,"109","hcchien","g0v",,
"g0v_db","g0v summit2018 協辦之黑客松活動提前曝光 (2018 HackH2O)",,"496","Mavis","g0v summit",,"http://goo.gl/7entun"
"g0v_db","g0v tools",,"516","YuTin","g0v",,"http://x.co/g0vtools"
"g0v_db","g0v × gov--可以不去開曼設公司嗎？",,"192","蔡玉玲 (jaclyn)","經濟,民主參與",,"https://vtaiwan.tw"
"g0v_db","g0v 全球推坑",,"529","Lulu","g0v",,"https://ocftw.kktix.cc/events/usavisits"
"g0v_db","g0v 公報組",,"126","Lee","g0v",,"https://g0v.hackpad.com/JTSWsHutsb"
"g0v_db","g0v 基礎建設",,"335","clkao","g0v",,"https://g0v.hackpad.com/projecthub-redux-9U6DLtdZc48"
"g0v_db","g0v 專案復活節計劃",,"446","Ronny","g0v",,"https://g0v.hackpad.tw/g0v--9MbKWNVW1Is"
"g0v_db","g0v 揪松網",,"450","Kirby","g0v",,"https://g0v.hackpad.tw/g0v--JAjfHwGD32I"
"g0v_db","g0v 獎助金",,"428","小班","g0v",,"https://docs.google.com/presentation/d/1olUiB9WBtH_JQXYTH2lX62SBNqxSEMpAstSMI2RrIxc/edit#slide=id.g207df311e5_1_167"
"g0v_db","g0v 獎助金開始徵件啦 12/10-1/13 來提案",,"550","Bess","g0v基礎建設",,"https://grants.g0v.tw"
"g0v_db","g0v 社群治理討論",,"599","Ronny","g0v",,"https://g0v.hackmd.io/vYdTfaYeR7SnIU3zT5evOw"
"g0v_db","g0v 紀錄短片介紹",,"385","Sarah Maquet (journalist) and Dominique Preusse (director/cameraman)","g0v",,
"g0v_db","g0v 考古學家暨基礎建設特攻隊",,"617","大助","g0v",,"https://g0v.hackmd.io/eC2vgApVTu2AT7UmHeLDEg"
"g0v_db","g0v 零時空汙觀測網",,"312","Lafudoci","統計,環境,空汙",,"https://g0v.hackpad.com/g0v--TexkKFNmqZP"
"g0v_db","g0v-intl、沖繩黑客松",,"566","pm5","g0v",,"https://g0v.hackmd.io/3OIQMwCyT_iOl64y8otFMg#"
"g0v_db","g0v-shadow 影子政府網站",,"472","ttcat","政治,監督",,"https://g0v.hackpad.tw/g0v-shadow--ta138sdLdND"
"g0v_db","g0v.news 執行計畫",,"378","Ttcat","g0v",,"https://g0v.hackpad.com/g0v.news--aXd55BN8hmk"
"g0v_db","g0v.news",,"416","canadian_aaron","g0v",,"g0v.news"
"g0v_db","g0v.news介紹＋資訊失調圖表化",,"528","育軒","g0v",,"https://docs.google.com/document/d/1Ihz43okSP36WV0GnmN4XdmFUGi2mMYXOq2j0VntHdKo/edit"
"g0v_db","g0v.news意見大收集",,"490","kting","g0v",,"https://g0v-tw.slack.com/messages/C30F846JU"
"g0v_db","g0v.news，公民科技新聞",,"543","育軒","媒體",,"https://docs.google.com/presentation/d/13ebchKy3MZvK7XKH3ogS0soy-UIdJ2YJHWIcVFfZGN8/edit#slide=id.p"
"g0v_db","g0v.social ActivityPub 轉檔",,"551","poga","g0v基礎建設",,"https://g0v.hackmd.io/OZkYrTx6RZy4bkvjNvJ9DQ"
"g0v_db","g0v@台北數位藝術節",,"279","chihao","g0v",,"http://beta.hackfoldr.org/%E7%9C%BE%E5%BF%97%E6%88%90%E5%9F%8E/hackath16n-AhBaJJ6GX6V"
"g0v_db","g0vbanner: 這是一個g0v 台灣公民科技社群開發的網站。",,"536","kjcl","g0v,工具",,"https://github.com/g0v/banner"
"g0v_db","g0vdatabase 專案資料庫補完計畫",,"565","Lora","g0v",,"https://g0v.hackmd.io/EpU0aJihRfqPoCkdj67UEQ"
"g0v_db","g0vhub - g0v 專案語音助理",,"560","fly","g0v",,"https://heysiri.dev"
"g0v_db","g0vopen faceg0v",,"133","ingy","g0v",,
"g0v_db","g0v基礎建設- 首頁2.0",,"38","ETblue ipa","g0v",,"http://hack.g0v.tw/meta/YC0Ig73WEMJ"
"g0v_db","g0v天下部落格供稿庫+人力資源部",,"66","ipa","g0v",,"http://hack.g0v.tw/cwblog"

"g0v_db","g0v宣言台語版、英語版、多國語言版",,"620","isabel Hou","待確認",,"g0v slack #jothon #intl"
"g0v_db","g0v新手讀書會",,"329","Yoyo","g0v",,"https://g0v.hackpad.com/g0v-T8j3gi1D2ee"
"g0v_db","g0v紀錄片製作中",,"625","ihshok","待確認",,"https://g0v.hackmd.io/FsghOtEXR22aC9ycLsAQ-Q"
"g0v_db","i64885",,"72","cpyang","待確認",,"https://github.com/g0v/i64885"
"g0v_db","iOS App審核探討之"政治干預?,,"194","Novel","政治",,"https://g0v.hackpad.com/iOS-App-l2r4qdju7cR"
"g0v_db","iTaigi 愛台語",,"322","Liz","語言",,"https://g0v.hackpad.com/moed7ct-taigi-neologism#iTaigi"
"g0v_db","iTaigi嘛愛講台語",,"299","Liz","語言,工具",,"https://g0v.hackpad.com/moed7ct-taigi-neologism?r=0#iTaigi"
"g0v_db","iTaigi愛台語離跤手",,"533","liz","語言",,"https://drive.google.com/open?id=1UUaNVJKIrfWH6JsCCo8Z9psbdA4YisNlh9aGJvwyt9M"
"g0v_db","iTaigi：家己的辭典家己編",,"380","莊銘彥","語言",,"https://g0v.hackpad.com/moed7ct-taigi-neologism#iTaigi-"
"g0v_db","itaigi.tw 愛台語",,"347","johnny","語言",,"https://g0v.hackpad.com/moed7ct-taigi-neologism#iTaigi"
"g0v_db","ivod下載器UI改寫",,"215","Joyhsu","國會",,"https://g0v.hackpad.com/IVOD-KdTs5gZb3yw"
"g0v_db","liquid feedback",,"39","clkao","民主參與",,"http://lqfb-test.g0v.tw/pf"
"g0v_db","lost",,"426","gavin","待確認",,"https://goo.gl/g3d56V"
"g0v_db","n5c",,"77","jimmy","待確認",,"https://docs.google.com/presentation/d/1ID80bBKPJql0OjJ9FneLrYfz1YmKzUzCqb0qKLT7zyE/edit?usp=sharing"
"g0v_db","padagraph.io + g0v.tw = ?",,"328","ynnk&a-tsioh","g0v",,"https://g0v.hackpad.com/Padagraph.io-Dp1htXil6rO"
"g0v_db","politwoops.tw",,"139","yhsiang","監督",,"https://g0v.hackpad.com/politwoops.tw-TMZxxNandPs"
"g0v_db","search-g0v",,"341","Allan","g0v",,
"g0v_db","sense.tw - 議題釐清工具",,"507","hychen","媒體",,
"g0v_db","sense.tw 榕樹下・眾開講",,"492","ael","工具",,"https://docs.google.com/presentation/d/1JzmCysvXnzM7DhTlqwZolnW2Znk11A5icq-8WRnaJM0/edit?usp=sharing"
"g0v_db","uWikipedia.org 油雞百科",,"510","fly","待確認",,"j.mp/y-tts-"
"g0v_db","vTaiwan @ TAF",,"443","子魚","民主參與",,"https://g0v.hackpad.tw/vTaiwan-106.09.16--38bNZoqCDn4"
"g0v_db","vTaiwan 公民參與新手村！來玩桌遊耶咿 :P",,"648","哲輔","待確認",,"https://g0v.hackmd.io/NeEbQF6iTVmZXyYOyV6mfQ?view"
"g0v_db","vTaiwan 改版",,"362","書漾","民主參與",,"https://g0v.hackpad.com/H2QhNRFVMOw"
"g0v_db","vTaiwan",,"509","Peace","民主參與",,"https://vtw.link/1v_1Wwt5gqaUEJeBNR5XU6Hm3JpqSxDorROfCzpDK1bY/https%253A%252F%252Fg0v.hackpad.tw%252F20180502-vTaiwan-XClxInLEjfe"
"g0v_db","vTaiwan.tw 第二階段",,"216","au","民主參與",,"https://g0v.hackpad.com/vTaiwan.tw-hackath12n-RLDmz3h7oJg"
"g0v_db","vTaiwan政府資料跨部門運用案",,"494","tmonk","民主參與,開放政府",,"https://g0v.hackpad.tw/vTaiwan-2018.03.03-Data-Integration--wrI370PrRxA"
"g0v_db","vTaiwan：來做Chatbot吧",,"475","子魚","民主參與",,"https://docs.google.com/presentation/d/1fzcl1M43iA_1bqRbY3_r_jgP6OnJwZbrKNUPdkQKbcQ/edit#slide=id.p"
